id,height_condition,social_framing,participant_y,participant_x,participant_z,drone_x,drone_z,drone_y,time,participant_drone_distance,velocity
34,Below_Eyes,False,0,-217.5,25.5,80,0,0,4.74996,298.5909,0
34,end,False,152.3403,-186.9615,24.5769,80,0,0,5.266142,308.3505,0.01153296
34,end,False,152.3375,-186.8615,24.50556,80,0,0,5.494194,308.2569,0.005695404
34,end,False,152.205,-186.628,24.79767,80,0,0,5.726128,308.0126,0.02800762
34,end,False,150.1184,-186.4718,25.4576,80,0,0,5.959522,306.9053,0.2305555
34,end,False,142.8908,-188.188,25.45529,80,0,0,6.211147,304.9435,0.4217271
34,end,False,140.7078,-189.7979,24.82332,80,0,0,6.42483,305.2963,0.1388095
34,end,False,140.4447,-190.6984,23.10189,80,0,0,6.631397,305.8366,0.09495971
34,end,False,140.6269,-190.6995,21.37304,80,0,0,6.878226,305.7957,0.08540079
34,end,False,144.1589,-190.3797,23.51466,80,0,0,7.121035,307.3108,0.4589428
34,end,False,153.2969,-183.2584,30.12594,80,0,0,7.319843,306.1249,0.3844053
34,end,False,154.7756,-176.0593,29.81351,80,0,0,7.574704,300.6837,0.2688256
34,end,False,154.6802,-170.0537,27.65672,80,0,0,7.829951,295.3264,0.2522413
34,end,False,154.7333,-170.0638,26.59075,80,0,0,8.068563,295.2649,0.08876286
34,end,False,154.3453,-171.283,27.31534,80,0,0,8.323163,296.1617,0.06846941
34,end,False,154.0539,-171.5959,29.74698,80,0,0,8.601749,296.5097,0.07361987
34,end,False,153.7831,-170.8657,29.23456,80,0,0,8.810336,295.6983,0.05789101
34,end,False,152.8674,-172.2255,30.76252,80,0,0,9.019487,296.5341,0.2039905
34,end,False,152.0428,-178.8242,33.61666,80,0,0,9.238526,302.0547,0.3292006
34,end,False,149.9626,-186.7031,30.90459,80,0,0,9.473222,307.5295,0.3231387
34,end,False,149.8479,-189.5555,28.15276,80,0,0,9.710174,309.6888,0.1166479
34,end,False,150.3204,-189.8959,26.7209,80,0,0,9.937407,310.0871,0.06903652
34,end,False,149.9492,-189.727,25.83463,80,0,0,10.16086,309.6851,0.03471706
