id,height_condition,social_framing,participant_y,participant_x,participant_z,drone_x,drone_z,drone_y,time,participant_drone_distance,velocity
29,Eye_Level,False,0,-217.5,25.5,80,0,0,4.955613,298.5909,0
29,end,False,158.4532,-205.4603,41.55989,80,0,0,5.761717,329.1234,0.02583495
29,end,False,158.6902,-205.4593,40.96218,80,0,0,6.004075,329.1618,0.03995492
29,end,False,158.6703,-204.863,41.01083,80,0,0,6.245333,328.6412,0.1242613
29,end,False,158.1209,-204.9726,40.7189,80,0,0,6.50466,328.4351,0.08267313
29,end,False,157.4647,-205.1079,40.94045,80,0,0,6.715217,328.2648,0.01282993
29,end,False,158.2353,-204.9367,40.74645,80,0,0,6.936062,328.4625,0.03760392
29,end,False,157.6492,-205.5341,41.58348,80,0,0,7.194559,328.8042,0.06713742
29,end,False,157.9845,-205.4362,41.97211,80,0,0,7.419858,328.9295,0.02554359
29,end,False,158.0291,-205.367,42.66502,80,0,0,7.642632,328.98,0.1273295
29,end,False,158.1069,-205.8362,42.61592,80,0,0,7.866679,329.418,0.1215879
29,end,False,158.0344,-205.7516,43.10249,80,0,0,8.098067,329.3731,0.06286617
29,end,False,157.9229,-206.3392,43.26694,80,0,0,8.332777,329.8513,0.04247275
29,end,False,158.5211,-206.4485,43.05009,80,0,0,8.55761,330.2045,0.03045656
29,end,False,158.3616,-206.6148,42.86047,80,0,0,8.780856,330.2476,0.04392183
29,end,False,158.3866,-206.261,42.63968,80,0,0,9.006127,329.9239,0.05719433
29,end,False,158.3232,-206.3893,42.57593,80,0,0,9.22669,329.9966,0.02068904
29,end,False,158.1146,-205.6269,42.4365,80,0,0,9.449744,329.2169,0.04825554
29,end,False,158.1572,-204.8641,42.48682,80,0,0,9.670399,328.5824,0.02978715
29,end,False,157.799,-205.2278,42.27252,80,0,0,9.892442,328.698,0.04341019
29,end,False,158.3173,-205.257,42.2639,80,0,0,10.11557,328.9714,0.06999973
29,end,False,158.3595,-205.4163,42.26123,80,0,0,10.33925,329.1295,0.07169391
29,end,False,158.7783,-205.5252,41.98036,80,0,0,10.56227,329.3896,0.01859791
29,end,False,159.0014,-205.1979,42.38346,80,0,0,10.7842,329.2653,0.05896276
29,end,False,158.9759,-205.2451,42.19007,80,0,0,11.00628,329.269,0.01622053
29,end,False,158.9882,-205.0062,42.03086,80,0,0,11.2296,329.0477,0.01491608
29,end,False,159.1879,-204.9763,41.67812,80,0,0,11.45251,329.0735,0.03048378
29,end,False,159.4129,-205.5503,41.18312,80,0,0,11.67532,329.6172,0.06410325
29,end,False,159.7538,-205.9653,40.84365,80,0,0,11.90182,330.0995,0.02767739
29,end,False,159.5051,-206.2839,40.72918,80,0,0,12.12715,330.2411,0.02854349
29,end,False,159.1587,-206.3781,40.86079,80,0,0,12.3497,330.1719,0.02231201
29,end,False,159.2569,-206.3103,41.31115,80,0,0,12.57286,330.2166,0.02658464
29,end,False,158.8273,-206.0094,41.63054,80,0,0,12.79532,329.7887,0.03020686
29,end,False,158.5994,-205.2238,40.91282,80,0,0,13.01341,328.9077,0.09176146
29,end,False,156.5424,-205.3549,41.36969,80,0,0,13.23961,328.0921,0.1416528
29,end,False,156.2725,-205.9123,41.39809,80,0,0,13.40724,328.452,0.02126487
29,end,False,157.3903,-205.7426,41.38346,80,0,0,13.68116,328.8361,0.08013425
29,end,False,158.6153,-204.5445,41.73159,80,0,0,13.90393,328.4295,0.04847277
29,end,False,159.0054,-203.9992,42.25274,80,0,0,14.12581,328.2127,0.05113487
29,end,False,159.0905,-203.8865,43.03604,80,0,0,14.34676,328.2582,0.06608687
29,end,False,158.4258,-204.0754,44.50476,80,0,0,14.56966,328.2959,0.1232291
29,end,False,158.4489,-201.2207,46.49976,80,0,0,14.79353,326.1186,0.4807929
29,end,False,155.486,-201.4033,47.85051,80,0,0,15.01904,325.0436,0.07562594
29,end,False,153.4994,-202.9802,47.18558,80,0,0,15.24365,325.371,0.09571438
29,end,False,152.8309,-202.4317,49.51966,80,0,0,15.46652,324.9264,0.1044664
29,end,False,153.4773,-201.9553,52.30633,80,0,0,15.73367,325.2538,0.06024417
29,end,False,153.4447,-202.0401,52.30416,80,0,0,15.95572,325.3116,0.01594766
29,end,False,152.6665,-202.1935,53.4974,80,0,0,16.19169,325.2725,0.1306529
29,end,False,149.4509,-206.1275,52.47587,80,0,0,16.42222,327.0447,0.3669304
29,end,False,148.9187,-209.4783,43.58668,80,0,0,16.64921,328.4422,0.4304205
29,end,False,150.1458,-211.4906,33.81822,80,0,0,16.8497,329.6274,0.7157036
29,end,False,152.9175,-213.8101,21.29246,80,0,0,17.06216,331.9059,0.6740866
29,end,False,155.2618,-215.4958,7.993518,80,0,0,17.27436,333.898,0.6191288
29,end,False,156.4385,-219.1675,-2.037707,80,0,0,17.48485,337.6068,0.4846694
29,end,False,156.1925,-226.1704,-9.146902,80,0,0,17.69367,343.8315,0.4910921
29,end,False,153.7216,-237.4356,-11.51803,80,0,0,17.90272,352.8858,0.6258389
29,end,False,152.7471,-250.6212,-10.21572,80,0,0,18.11141,364.3438,0.6073263
29,end,False,152.291,-259.9402,-10.56492,80,0,0,18.31796,372.6439,0.4304371
29,end,False,147.5689,-267.2192,-12.45199,80,0,0,18.5237,377.4821,0.4774961
