id,height_condition,social_framing,participant_y,participant_x,participant_z,drone_x,drone_z,drone_y,time,participant_drone_distance,velocity
46,Below_Eyes,False,0,-217.5,25.5,80,0,0,4.991072,298.5909,0
46,end,False,151.6908,64.72473,372.0113,80,0,0,5.811677,402.0396,0.006495746
46,end,False,151.6225,64.77632,371.8642,80,0,0,6.014535,401.8758,0.007896246
46,end,False,151.6159,64.76836,371.6608,80,0,0,6.216835,401.6854,0.01013665
46,end,False,151.6106,64.77538,371.4855,80,0,0,6.421748,401.5209,0.009651197
46,end,False,151.5715,66.33,367.6733,80,0,0,6.633273,397.9252,0.1914582
46,end,False,152.2187,66.6655,363.2478,80,0,0,6.868483,394.0778,0.06085161
46,end,False,152.7007,66.44382,362.6067,80,0,0,7.120564,393.6812,0.01236963
46,end,False,154.1137,66.20284,364.1528,80,0,0,7.375471,395.6623,0.1288469
46,end,False,156.366,65.27901,365.8734,80,0,0,7.615952,398.1587,0.05448681
46,end,False,156.2813,64.77437,366.9022,80,0,0,7.845068,399.09,0.04149524
46,end,False,155.722,64.3167,368.424,80,0,0,8.093384,400.2894,0.03375253
46,end,False,155.0479,63.79499,369.4932,80,0,0,8.31861,401.0333,0.0498927
46,end,False,154.7351,63.50079,370.276,80,0,0,8.543551,401.6459,0.01622972
46,end,False,154.4798,-217.5347,25.36577,80,0,0,8.763824,336.2058,151.1997
46,end,False,154.354,-217.5966,25.21433,80,0,0,8.972795,336.1914,0.01733685
46,end,False,153.5099,-217.9678,25.1485,80,0,0,9.182708,336.1287,0.0852686
46,end,False,147.4409,-219.3838,24.78877,80,0,0,9.404284,334.64,0.2685948
46,end,False,143.9615,-220.2942,24.58295,80,0,0,9.613072,333.9249,0.09396077
46,end,False,143.4852,-221.4803,25.70714,80,0,0,9.820923,334.8719,0.1012801
46,end,False,146.6799,-223.8662,28.60341,80,0,0,10.03065,338.6264,0.4874843
46,end,False,149.3234,-223.0852,32.36588,80,0,0,10.23953,339.4196,0.1577139
46,end,False,148.9439,-222.3973,34.43564,80,0,0,10.44836,338.8425,0.09015021
46,end,False,147.1377,-223.1142,35.14544,80,0,0,10.65717,338.7668,0.1252307
46,end,False,144.796,-227.0383,31.15616,80,0,0,10.86601,340.8945,0.465044
46,end,False,142.2805,-234.1177,24.48511,80,0,0,11.07501,345.7068,0.495903
46,end,False,141.6833,-241.5285,19.75463,80,0,0,11.28363,351.9162,0.3634591
46,end,False,141.5389,-246.0164,17.80058,80,0,0,11.49244,355.8607,0.1703454
46,end,False,141.2301,-247.8079,17.71868,80,0,0,11.70129,357.3764,0.05233644
46,end,False,139.1489,-246.5428,19.12638,80,0,0,11.91014,355.4693,0.1788011
46,end,False,136.5622,-244.5644,20.81894,80,0,0,12.11936,352.7389,0.1530122
46,end,False,135.4505,-242.3779,22.28772,80,0,0,12.32621,350.3871,0.1176592
46,end,False,135.0017,-242.1495,23.96783,80,0,0,12.53423,350.1146,0.07941247
46,end,False,134.205,-242.5756,25.79472,80,0,0,12.74386,350.3303,0.1029026
46,end,False,133.6245,-241.8093,27.94566,80,0,0,12.95139,349.5679,0.1132811
46,end,False,133.1681,-240.7074,29.2438,80,0,0,13.15918,348.4855,0.07544046
46,end,False,133.4834,-239.1228,29.66665,80,0,0,13.36956,347.1848,0.1185719
46,end,False,135.0636,-235.71,28.8543,80,0,0,13.58082,344.5976,0.2528593
46,end,False,136.7419,-229.2294,28.3362,80,0,0,13.78957,339.2994,0.2952693
46,end,False,137.8526,-224.9604,28.59471,80,0,0,13.99839,335.8896,0.1760313
46,end,False,137.3924,-223.5217,30.21635,80,0,0,14.20725,334.5371,0.1358447
46,end,False,136.4747,-221.858,30.822,80,0,0,14.41625,332.7064,0.1180254
46,end,False,135.6625,-221.233,29.39258,80,0,0,14.62481,331.6768,0.100922
46,end,False,135.3144,-222.1801,26.79983,80,0,0,14.83359,332.1761,0.1328414
46,end,False,134.9698,-222.8542,25.07994,80,0,0,15.04239,332.5154,0.06828814
46,end,False,134.7338,-223.3476,24.48798,80,0,0,15.25131,332.8252,0.01532288
46,end,False,134.5624,-223.5149,24.69044,80,0,0,15.46018,332.9233,0.01635132
46,end,False,134.5594,-223.578,24.83177,80,0,0,15.66894,332.9902,0.004526295
46,end,False,134.5482,-223.6354,24.72005,80,0,0,15.87776,333.0296,0.01724054
46,end,False,134.4494,-223.6873,24.48994,80,0,0,16.08651,333.0201,0.01016022
46,end,False,134.5298,-223.7046,24.2429,80,0,0,16.29563,333.0503,0.01106763
46,end,False,134.6137,-223.7514,24.00209,80,0,0,16.5034,333.1094,0.0147177
46,end,False,134.7665,-223.8486,23.81529,80,0,0,16.71016,333.2463,0.007949158
46,end,False,134.8421,-224.0321,23.7779,80,0,0,16.9182,333.4416,0.01069863
46,end,False,134.8731,-224.198,23.75729,80,0,0,17.12682,333.6039,0.007948657
46,end,False,134.8988,-224.2579,23.79255,80,0,0,17.33578,333.6715,0.00461515
46,end,False,134.9707,-224.2551,23.80502,80,0,0,17.54422,333.6989,0.004995751
46,end,False,135.1733,-224.1832,23.8264,80,0,0,17.78881,333.7168,0.01932278
46,end,False,135.3535,-223.9784,23.74113,80,0,0,17.93653,333.5972,0.01260908
46,end,False,135.6346,-223.6674,23.66303,80,0,0,18.20609,333.4226,0.009005134
46,end,False,135.4825,-223.9106,23.45943,80,0,0,18.41992,333.5679,0.0461063
46,end,False,134.2501,-224.959,23.07783,80,0,0,18.62933,333.9995,0.1269034
46,end,False,131.3116,-227.6152,22.86997,80,0,0,18.83818,335.2505,0.2413964
46,end,False,127.4093,-230.4063,23.04377,80,0,0,19.04778,336.3275,0.2077441
46,end,False,125.0627,-232.2564,23.31252,80,0,0,19.25728,337.1768,0.09698039
46,end,False,124.1216,-233.5913,23.57938,80,0,0,19.46587,338.0853,0.09797221
46,end,False,123.0005,-234.8981,23.65795,80,0,0,19.67365,338.8947,0.07779101
46,end,False,122.0038,-235.9468,23.6883,80,0,0,19.8821,339.5121,0.04632319
46,end,False,122.5936,-236.339,23.54102,80,0,0,20.09158,340.079,0.04533999
46,end,False,122.9931,-236.8821,23.63723,80,0,0,20.30015,340.7349,0.03898849
46,end,False,122.9706,-237.3026,23.70602,80,0,0,20.50964,341.1227,0.01177641
46,end,False,122.7589,-237.6569,23.60688,80,0,0,20.71798,341.3692,0.00898663
46,end,False,122.6247,-237.588,23.35535,80,0,0,20.92759,341.2395,0.01735029
46,end,False,122.5748,-237.2597,23.02831,80,0,0,21.13693,340.8938,0.01485089
46,end,False,122.765,-237.128,22.60905,80,0,0,21.34515,340.8116,0.02363454
46,end,False,122.9114,-237.2297,22.30552,80,0,0,21.55421,340.939,0.01406435
46,end,False,122.8975,-237.2064,22.0782,80,0,0,21.76288,340.8976,0.009996907
46,end,False,123.0609,-236.8195,22.05782,80,0,0,21.97164,340.5952,0.03370736
46,end,False,127.3721,-235.0327,21.64667,80,0,0,22.18031,340.4965,0.3765686
46,end,False,134.2026,-230.8406,19.94733,80,0,0,22.38857,339.1609,0.3337563
46,end,False,137.8062,-229.3786,20.38887,80,0,0,22.59596,339.2954,0.1881065
46,end,False,139.1856,-231.4669,24.0813,80,0,0,22.8037,342.0003,0.2838942
46,end,False,139.6379,-235.7561,30.30548,80,0,0,23.01257,346.582,0.391959
46,end,False,139.3524,-240.2187,34.96069,80,0,0,23.22323,350.972,0.2456561
46,end,False,139.4324,-242.6532,37.5095,80,0,0,23.43339,353.4876,0.1076505
46,end,False,140.1175,-243.073,37.85715,80,0,0,23.6427,354.1782,0.06099582
46,end,False,141.5826,-241.8466,36.32048,80,0,0,23.85318,353.4828,0.1848927
46,end,False,144.2819,-238.4404,31.7011,80,0,0,24.063,351.0364,0.3701547
46,end,False,146.9816,-232.3106,23.0756,80,0,0,24.273,345.9393,0.6326427
46,end,False,149.1895,-220.9162,11.44068,80,0,0,24.47967,336.0639,0.8070154
46,end,False,150.8849,-211.0161,6.057033,80,0,0,24.71932,327.8617,0.3349248
46,end,False,152.0681,-205.7432,8.481587,80,0,0,24.94365,323.799,0.2708092
46,end,False,152.7409,-204.0297,14.95746,80,0,0,25.16483,322.8411,0.3116256
46,end,False,152.0129,-203.8871,19.74718,80,0,0,25.3867,322.6295,0.138978
46,end,False,151.4019,-201.6378,21.47234,80,0,0,25.61073,320.4738,0.1176038
46,end,False,147.5296,-203.3295,22.96272,80,0,0,25.83466,320.2622,0.4066297
46,end,False,140.9947,-203.2306,23.2669,80,0,0,26.06081,317.2388,0.1950712
46,end,False,137.2726,-205.307,23.56393,80,0,0,26.29836,317.4888,0.1930415
46,end,False,131.8453,-209.7331,27.62585,80,0,0,26.50762,319.5178,0.5495607
