id,height_condition,social_framing,participant_y,participant_x,participant_z,drone_x,drone_z,drone_y,time,participant_drone_distance,velocity
13,Below_Eyes,True,0,-217.5,25.5,80,0,0,5.046393,298.5909,0
13,end,True,209.0572,-337.9645,-142.6031,80,0,0,5.78506,488.6051,0.02945338
13,end,True,208.9557,-338.0312,-143.0253,80,0,0,5.989875,488.7421,0.02794317
13,end,True,208.776,-338.1564,-143.4144,80,0,0,6.2144,488.8863,0.01992435
13,end,True,208.832,-338.2719,-143.6571,80,0,0,6.438664,489.0803,0.006654334
13,end,True,208.833,-338.3218,-143.6567,80,0,0,6.661734,489.1233,0.009930561
13,end,True,208.8824,-338.2946,-143.4707,80,0,0,6.884756,489.0665,0.007673837
13,end,True,208.86,-338.3153,-143.3441,80,0,0,7.108207,489.0376,0.008431246
13,end,True,208.9821,-338.428,-143.1147,80,0,0,7.331693,489.119,0.01861728
13,end,True,208.895,-217.4809,25.58584,80,0,0,7.553469,364.399,67.86921
13,end,True,208.8986,-217.5805,25.75477,80,0,0,7.798815,364.4943,0.01352413
13,end,True,208.8761,-217.7932,25.88835,80,0,0,8.007173,364.6646,0.01495897
13,end,True,208.8418,-218.0538,25.9769,80,0,0,8.21622,364.864,0.005712578
13,end,True,208.8353,-218.0106,25.96268,80,0,0,8.420436,364.824,0.005274133
13,end,True,208.9496,-217.7805,26.07357,80,0,0,8.648036,364.7095,0.04297387
13,end,True,209.1067,-217.1731,26.37972,80,0,0,8.857772,364.3259,0.02906123
13,end,True,209.02,-216.7208,26.27208,80,0,0,9.061508,363.8995,0.02188669
13,end,True,208.8513,-216.4184,25.86125,80,0,0,9.271579,363.5265,0.02935942
13,end,True,208.7138,-216.1839,25.52346,80,0,0,9.479128,363.2324,0.03081313
13,end,True,208.6572,-216.2732,25.05723,80,0,0,9.689809,363.2403,0.02017918
13,end,True,208.4977,-216.3453,24.67852,80,0,0,9.896664,363.1816,0.0270333
13,end,True,208.6294,-216.5307,24.65649,80,0,0,10.1061,363.4069,0.007841237
13,end,True,208.7231,-216.5122,24.87218,80,0,0,10.31336,363.4604,0.02466282
13,end,True,208.8106,-216.7665,25.13436,80,0,0,10.52299,363.7361,0.01456427
13,end,True,209.5527,-216.8692,25.67171,80,0,0,10.73256,364.2838,0.07570796
13,end,True,210.5567,-216.5451,26.77008,80,0,0,10.94059,364.6776,0.1025836
13,end,True,211.4223,-215.6738,27.9399,80,0,0,11.16485,364.5587,0.07522533
13,end,True,211.5865,-215.4509,28.21084,80,0,0,11.38185,364.494,0.01372207
13,end,True,211.4769,-215.4055,28.22731,80,0,0,11.59485,364.3949,0.01442957
13,end,True,211.3606,-215.3649,28.0684,80,0,0,11.80556,364.2822,0.04061016
13,end,True,211.2848,-215.4854,27.18862,80,0,0,12.01392,364.2693,0.04603988
